16.08.2023;1766324;
17.08.2023;1808716;
18.08.2023;1823186;
19.08.2023;1786722;
20.08.2023;1793869;
21.08.2023;1822571;
22.08.2023;1786120;
23.08.2023;1750398;
24.08.2023;1729393;
25.08.2023;1750146;
26.08.2023;1792150;
27.08.2023;1770644;
28.08.2023;1756479;
29.08.2023;1735401;
30.08.2023;1756226;
31.08.2023;1721101;60000
01.09.2023;1707332;
02.09.2023;1720991;
03.09.2023;1707223;
04.09.2023;1741367;
05.09.2023;1727436;
06.09.2023;1713617;
07.09.2023;1720471;
08.09.2023;1720471;
09.09.2023;1754880;
10.09.2023;1775939;
11.09.2023;1818562;
12.09.2023;1825836;
13.09.2023;1855049;
14.09.2023;1892150;
15.09.2023;1892150;
16.09.2023;1929993;
17.09.2023;1929993;
18.09.2023;1914553;
19.09.2023;1922211;-40000
20.09.2023;1906833;
21.09.2023;1906833;
22.09.2023;1922088;
23.09.2023;1922088;
24.09.2023;1883646;
25.09.2023;1853508;
26.09.2023;1890578;
27.09.2023;1890578;
28.09.2023;1928390;
29.09.2023;1897536;
30.09.2023;1882356;
01.10.2023;1844709;
02.10.2023;1866846;
03.10.2023;1836976;
04.10.2023;1881063;
05.10.2023;1858490;
06.10.2023;1843622;
07.10.2023;1858371;
08.10.2023;1836071;
09.10.2023;1858104;
10.10.2023;1887834;
11.10.2023;1918039;
12.10.2023;1948728;
13.10.2023;1909753;
14.10.2023;1940309;
15.10.2023;1924787;
16.10.2023;1940185;
17.10.2023;1901381;
18.10.2023;1939409;
19.10.2023;1923894;
20.10.2023;1908503;
21.10.2023;1908503;
22.10.2023;1931405;
23.10.2023;1954582;
24.10.2023;1985855;
25.10.2023;1962025;
26.10.2023;1985569;
27.10.2023;1961742;
28.10.2023;1977436;
29.10.2023;2001165;
30.10.2023;1985156;
31.10.2023;1977215;
01.11.2023;2008850;
02.11.2023;1968673;
03.11.2023;1984422;
04.11.2023;2008235;
05.11.2023;2056433;
06.11.2023;2048207;
07.11.2023;2015436;
08.11.2023;2031559;
09.11.2023;2015307;
10.11.2023;2015307;
11.11.2023;2015307;
12.11.2023;2031429;
13.11.2023;2015178;
14.11.2023;2015178;
15.11.2023;2031299;
16.11.2023;2023174;
17.11.2023;2023174;
18.11.2023;2063637;
19.11.2023;2071892;
20.11.2023;2047029;
21.11.2023;2071593;
22.11.2023;2079879;
23.11.2023;2046601;
24.11.2023;2046601;
25.11.2023;2087533;
26.11.2023;2095883;
27.11.2023;2104267;
28.11.2023;2137935;
29.11.2023;2163590;
30.11.2023;2120318;
01.12.2023;2086393;
02.12.2023;2128121;
03.12.2023;2085559;
04.12.2023;2118928;
05.12.2023;2101977;
06.12.2023;2110385;
07.12.2023;2135710;
08.12.2023;2144253;
09.12.2023;2195715;
10.12.2023;2178149;
11.12.2023;2152011;
12.12.2023;2169227;
13.12.2023;2221288;
14.12.2023;2185747;
15.12.2023;2159518;
16.12.2023;2185432;
17.12.2023;2159207;
18.12.2023;2202391;
19.12.2023;2220010;
20.12.2023;2264410;
21.12.2023;2273468;
22.12.2023;2300750;
23.12.2023;2282344;
24.12.2023;2254956;
25.12.2023;2263976;
26.12.2023;2291144;
27.12.2023;2336967;
28.12.2023;2374358;
29.12.2023;2355363;
30.12.2023;2317677;
31.12.2023;2364031;
01.01.2024;2401855;
02.01.2024;2373033;
03.01.2024;2382525;
04.01.2024;2392055;
05.01.2024;2430328;
06.01.2024;2440049;
07.01.2024;2430289;
08.01.2024;2459452;
09.01.2024;2508641;
10.01.2024;2568848;
11.01.2024;2548297;
12.01.2024;2497331;
13.01.2024;2517310;
14.01.2024;2577725;
15.01.2024;2639590;
16.01.2024;2607915;
17.01.2024;2587052;
18.01.2024;2587052;
19.01.2024;2597400;
20.01.2024;2628569;
21.01.2024;2628569;
22.01.2024;2670626;
23.01.2024;2659943;
24.01.2024;2702502;
25.01.2024;2767362;
26.01.2024;2712015;
27.01.2024;2712015;
28.01.2024;2712015;
29.01.2024;2777103;
30.01.2024;2754886;
31.01.2024;2699788;
01.02.2024;2645792;
02.02.2024;2709291;
03.02.2024;2687617;
04.02.2024;2709118;
05.02.2024;2698282;
06.02.2024;2655109;
07.02.2024;2708211;
08.02.2024;2773208;
09.02.2024;2751022;
10.02.2024;2707006;
11.02.2024;2739490;
12.02.2024;2761406;
13.02.2024;2739315;
14.02.2024;2783144;
15.02.2024;2849939;
16.02.2024;2872739;
17.02.2024;2872739;
18.02.2024;2826775;
19.02.2024;2872003;
20.02.2024;2906467;
21.02.2024;2941345;
22.02.2024;2976641;
23.02.2024;2917108;
24.02.2024;2870434;
25.02.2024;2870434;
26.02.2024;2939324;
27.02.2024;2892295;
28.02.2024;2880726;
29.02.2024;2915295;
01.03.2024;2856989;
02.03.2024;2822705;
03.03.2024;2833996;
04.03.2024;2788652;
05.03.2024;2788652;
06.03.2024;2744034;
07.03.2024;2798915;
08.03.2024;2787719;
09.03.2024;2854624;
10.03.2024;2808950;
11.03.2024;2797714;
12.03.2024;2764141;
13.03.2024;2775198;
14.03.2024;2719694;
15.03.2024;2708815;
16.03.2024;2697980;
17.03.2024;2719564;
18.03.2024;2665173;
19.03.2024;2686494;
20.03.2024;2707986;
21.03.2024;2772978;
22.03.2024;2795162;
23.03.2024;2750439;
24.03.2024;2739437;
25.03.2024;2783268;
26.03.2024;2749869;
27.03.2024;2793867;
28.03.2024;2737990;
29.03.2024;2683230;
30.03.2024;2693963;
31.03.2024;2640084;
01.04.2024;2597843;
02.04.2024;2587452;
03.04.2024;2535703;
04.04.2024;2586417;
05.04.2024;2534689;
06.04.2024;2575244;
07.04.2024;2637050;
08.04.2024;2594857;
09.04.2024;2625995;
10.04.2024;2573475;
11.04.2024;2552887;
12.04.2024;2573310;
13.04.2024;2624776;
14.04.2024;2582780;
15.04.2024;2572449;
16.04.2024;2572449;
17.04.2024;2521000;
18.04.2024;2500832;
19.04.2024;2520839;
20.04.2024;2520839;
21.04.2024;2561172;
22.04.2024;2550927;
23.04.2024;2499908;
24.04.2024;2509908;
25.04.2024;2469749;
26.04.2024;2529023;
27.04.2024;2589720;
28.04.2024;2579361;
29.04.2024;2620631;
30.04.2024;2673044;
01.05.2024;2726505;
02.05.2024;2671975;
03.05.2024;2661287;
04.05.2024;2661287;
05.05.2024;2714513;
06.05.2024;2660223;
07.05.2024;2670864;
08.05.2024;2734965;
09.05.2024;2724025;
10.05.2024;2680441;
11.05.2024;2701885;
12.05.2024;2669462;
13.05.2024;2616073;
14.05.2024;2595144;
15.05.2024;2584763;
16.05.2024;2574424;
17.05.2024;2605317;
18.05.2024;2636581;
19.05.2024;2699859;
20.05.2024;2753856;
21.05.2024;2731825;
22.05.2024;2731825;
23.05.2024;2764607;
24.05.2024;2775665;
25.05.2024;2842281;
26.05.2024;2899127;
27.05.2024;2852741;
28.05.2024;2795686;
29.05.2024;2784503;
30.05.2024;2773365;
31.05.2024;2773365;
01.06.2024;2762272;
02.06.2024;2718076;
03.06.2024;2685459;
04.06.2024;2749910;
05.06.2024;2749910;
06.06.2024;2782909;
07.06.2024;2771777;
08.06.2024;2771777;
09.06.2024;2816125;
10.06.2024;2838654;
11.06.2024;2895427;
12.06.2024;2872264;
13.06.2024;2814819;
14.06.2024;2848597;
15.06.2024;2871386;
